sample,date,param,file,time,conc
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.7323166666666666,0.4506545984048138
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.7449166666666667,0.4835078725805708
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.7575166666666667,0.608679791264807
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.7701166666666667,0.7555738091171906
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.7827000000000001,0.7413624881967995
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.7953,0.9787644626237633
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.8079,0.9953261721985944
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.8204999999999999,0.8055290018851218
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.8331,0.5378942635724511
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.8457,0.34809678045964443
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.8582833333333333,0.3447463360707812
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.8708833333333333,0.28890146258609306
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.8834833333333333,0.1896123487684518
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.8960833333333333,0.32202480932861066
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.9086833333333334,0.5594272515050944
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.9212666666666667,0.44746664289885896
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.9338666666666666,0.41334336028530094
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.9464666666666666,0.44981688367691897
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.9590666666666666,0.5188733842162607
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.9716666666666666,0.6006009742314911
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.98425,0.6207827217595439
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,0.99685,0.6373444965004249
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.00945,0.6177029521969897
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.02205,0.5437560940816226
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.03465,0.6200536274163744
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.0472333333333335,0.7379850101853802
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.0598333333333334,0.8124723913971788
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.0724333333333333,1.0281525722130516
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.0850333333333333,1.1062599072198749
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.0976333333333335,1.1952284532782986
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.1102333333333334,1.320400411062057
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.1228166666666666,1.3840262685901012
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.1354166666666667,1.3155103041814407
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.1480166666666667,1.1401943682259663
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.1606166666666666,0.8960914612435764
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.1732166666666666,0.8619680323663581
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.1858,0.9455055994452941
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.1984,1.003701358130459
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.2109999999999999,0.9514768381274195
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.2236,0.9463170350318841
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.2362,0.8832321656214854
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.2487833333333334,0.7640314351000033
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.2613833333333335,0.8873930655363909
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.2739833333333332,1.0306667270111398
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.2865833333333332,1.1666998451623143
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.2991833333333331,1.2773907496074406
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.3117833333333333,1.2849019302730644
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.3243666666666667,1.0697619570259498
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.3369666666666666,0.9940054391563113
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.3495666666666668,0.8476516200163648
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.3621666666666667,0.7067284744649536
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.3747666666666667,0.47167754598094547
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.38735,0.28731083509702326
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.39995,0.1970724587212045
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.41255,0.1357968377922525
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.42515,-0.0684821794430337
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.43775,-0.30715421733769954
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.45035,-0.344897345136161
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.4629333333333332,-0.3337662365771288
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.4755333333333334,-0.2737604025213005
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.4881333333333333,-0.10152471980625588
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.5007333333333333,0.1919917633346575
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.5133333333333332,0.35517672019249114
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.5259166666666668,0.31019264810198255
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.5385166666666668,0.2235751479870527
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.5511166666666665,0.24918795124602067
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.5637166666666666,0.22230586651485273
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.5763,0.28955173431597814
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.5889,0.2481880285747251
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.6015000000000001,0.24845831691394027
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.6141,0.21976604964968915
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.6267,0.14400942316987253
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.6392833333333334,0.16962171685013105
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.6518833333333334,0.3291866026127952
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.6644833333333333,0.45616850543515497
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.6770833333333333,0.6392655020192373
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.6896833333333334,0.7354745870569883
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.7022666666666666,0.7520360042735756
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.7148666666666665,0.8174721600200154
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.7274666666666667,0.7742984020774926
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.7400666666666667,0.8379243999087573
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.7526666666666666,0.9069809569254015
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.7652666666666665,0.7787293599117264
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.7778500000000002,0.6142740515740952
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.79045,0.4498189935982313
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.80305,0.3541503679396616
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.81565,0.4485492298961864
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.8282333333333334,0.4289073439980484
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.8408333333333333,0.33323897466011143
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.8534333333333335,0.2122283119675652
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.8660333333333334,0.0731159948212392
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.8786333333333334,0.04442361749840451
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.8912166666666665,0.08089684853188661
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.9038166666666667,0.052204627607786325
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.9164166666666667,0.05428543589675128
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.9289999999999998,0.12334176137734776
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.9416,0.11818147170528315
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.9542,0.31213960983030997
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.9667999999999999,0.5169588170893875
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.9793999999999998,0.6167880296992885
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,1.9919833333333334,0.5935257454272538
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.0045833333333336,0.5177691797692026
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.0171833333333336,0.4655447017621728
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.0297833333333335,0.39159828967469146
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.0423833333333334,0.2542958958445789
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.0549833333333334,0.06811900805440985
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.0675666666666666,-0.1415899672207921
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.0801666666666665,-0.3476785631144623
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.092766666666667,-0.4379167454391393
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.105366666666667,-0.424975245980475
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.1179666666666668,-0.38669134166091323
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.1305666666666667,-0.47330880702096634
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.14315,-0.3879610154126496
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.15575,-0.20486408689101454
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.1683499999999998,-0.23536666702089626
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.18095,-0.1663100723525357
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.19355,0.045749330676903455
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.20615,-0.03362767969546665
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.2187333333333332,-0.16187929102491472
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.231333333333333,-0.27021884251962236
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.243933333333333,-0.2663283295828158
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.256533333333333,-0.09228236875770213
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.2691333333333334,-0.05399863821451012
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.2817166666666666,-0.008474606020580033
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.2943166666666666,0.024378589955802
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.3069166666666665,-0.07491028491832274
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.3195166666666664,-0.09455178143322351
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.3321166666666664,0.003467542614999264
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.3447,0.11234799099342485
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.3573,0.29001507426298323
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.3699,0.216068683897495
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.3825,0.14393233704438568
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.3951,0.06093489499069982
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.4076833333333334,-0.01844229768200467
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.4202833333333333,-0.10143931398365158
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.4328833333333337,-0.08125724079032048
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.4454833333333337,-0.11538019612431327
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.4580833333333336,-0.03727318984422645
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.470666666666667,-0.02433266047284688
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.4832666666666667,0.16600479109810617
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.4958666666666667,0.44866101751021725
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.5084666666666666,0.532199075342108
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.521066666666667,0.45282206496975963
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.53365,0.49110512953607044
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.54625,0.7158361245467693
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.55885,0.9803911092254731
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.57145,1.0005732461368568
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.58405,0.9519690752711445
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.59665,0.8092359846825308
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.6092333333333335,0.6248685960698257
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.6218333333333335,0.48756602556696116
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.6344333333333334,0.4099990789805088
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.6470333333333333,0.3414832246301458
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.6596333333333333,0.35080448935421327
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.6722166666666665,0.23160299421440111
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.684816666666667,-0.030601121193646552
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.697416666666667,-0.030330832854431833
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.7100166666666667,0.04958675419636149
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.7226,0.07881934343266739
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.7352,0.04288630983126085
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.7478,0.006953284918705727
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.7603999999999997,0.09954200923381817
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.773,0.28444902615948875
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.7856,0.4476342436819878
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.7982,0.5909077444128226
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.810783333333333,0.699787545472399
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.823383333333333,0.7905663044755058
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.835983333333333,0.9990060607152049
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.848583333333333,1.0626323785854987
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.8611666666666666,1.0266990251114505
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.8737666666666666,1.0396404405780655
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.8863666666666665,1.0362904087427878
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.8989666666666665,1.052852209550161
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.9115666666666664,0.9770953441271333
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.9241666666666664,0.8470335848538189
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.9367500000000004,0.7875681133179371
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.9493500000000004,0.7208620114033302
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.9619500000000003,0.4984815989325755
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.9745500000000002,0.34850807073461443
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.9871333333333334,0.32162553290232676
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,2.9997333333333334,0.30198400452841057
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.0123333333333333,0.2950136235558398
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.0249333333333337,0.26270089999198554
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.037516666666667,0.3245167560046638
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.050116666666667,0.4913226238779447
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.0627166666666668,0.5332266948696729
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.0753166666666667,0.533496983208888
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.0879166666666666,0.5518688434579442
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.1005166666666666,0.6010135128027181
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.1131,0.6990324011274089
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.1257,0.8079127334879379
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.1383,0.7267257201511725
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.1509,0.660020148255898
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.1635,0.5842632133216772
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.176083333333333,0.48678387382810406
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.188683333333333,0.5160168118998145
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.2012833333333335,0.5524904743126742
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.2138833333333334,0.5907743438772397
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.2264666666666666,0.49872603855905195
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.2390666666666665,0.3234103835425821
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.2516666666666665,0.35807441661355766
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.2642666666666664,0.575565240473662
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.2768666666666664,0.5016185155884245
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.2894666666666668,0.4367227279884096
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.30205,0.43337231256234654
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.31465,0.4101104321548643
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.32725,0.39046885599231995
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.3398499999999998,0.34729532830329246
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.3524499999999997,0.4054910377506711
blank,2022-04-21,31P,data-raw/shmp/2022-04-21_blank.csv,3.3650333333333333,0.5505740825515772
