file,...1,Area,Mean,Min,Max,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret,susp,num
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,128,528.241,113.84,82,137,117.971,42.984,1885,1341,118.443,22.047,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,129,498.481,118.915,97,136,109.985,38.349,1765,1369,70.821,25.949,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,130,748.961,104.225,59,137,124.27,44.792,1435,1349,100.125,24.132,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,131,342.241,128.022,113,137,106.295,30.577,1347,1361,168.111,20.693,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,132,610.081,105.663,67,137,113.517,38.607,2127,1360,168.232,26.611,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,133,3992.808,101.444,34,137,415.825,114.874,1490,1412,151.327,75.535,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,134,498.481,118.627,94,137,117.971,42.256,134,1422,26.565,21.199,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,135,691.921,107.412,73,137,116.126,35.911,1374,1405,142.125,29.921,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,136,386.881,121.859,88,137,109.827,34.574,1283,1434,59.931,22.047,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,137,870.482,111.852,64,137,132.955,43.869,1671,1450,21.038,32.089,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,138,339.761,113.985,80,137,78.265,27.906,1025,1455,73.61,19.422,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,139,369.521,110.128,71,136,85.869,29.038,953,1441,130.601,21.662,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,140,654.721,102.189,60,137,109.063,38.895,2151,1456,21.371,26.772,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,141,6247.132,99.618,39,137,525.81,131.352,1526,1510,37.694,102.562,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,142,932.482,97.801,53,137,175.112,49.198,1750,1511,39.806,34.509,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,143,612.561,116.915,88,137,115.362,34.538,1248,1524,43.152,26.772,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,144,1163.122,113.942,77,137,234.638,67.845,1584,1587,68.199,44.072,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,145,7554.095,103.439,36,137,1173.347,215.748,1754,1576,140.034,114.7,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,146,709.281,109.301,77,137,147.464,47.662,1209,1625,82.405,27.014,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,147,7258.975,88.955,0,137,690.774,171.935,1564,1714,81.573,122.772,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,148,954.802,115.945,76,137,209.757,52.821,1009,1635,169.695,46.299,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,149,674.561,103.467,53,137,125.035,43.557,1421,1671,49.399,27.377,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,150,525.761,111.16,78,137,110.749,37.167,1614,1690,143.616,25.612,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,151,570.401,112.13,73,137,105.373,33.702,886,1698,142.595,26.725,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,152,910.162,112.695,77,137,145.013,49.45,1495,1742,52.765,27.888,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,153,451.361,114.462,84,137,106.295,34.538,863,1756,114.228,19.521,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,154,429.041,108.22,77,137,91.628,30.577,1208,1814,168.111,24.459,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,155,391.841,116.582,90,137,92.01,35.214,1784,1923,63.435,18.856,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,156,339.761,114.942,84,137,74.193,26.068,2043,2022,154.983,18.898,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,157,17625.395,95.908,17,137,2213.99,310.668,280,2155,35.301,202.149,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,158,3449.687,87.12,24,137,427.725,105.265,445,2093,51.072,79.583,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,159,612.561,116.097,84,137,115.744,39.746,405,2166,33.69,26.174,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,1,5663.091,82.282,1,127,972.801,214.984,120,408,179.161,86.223,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,2,1063.922,94.935,45,127,202.918,65.297,1018,681,33.69,29.341,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,3,14974.89,86.93,8,127,2060.41,314.193,1186,874,128.794,133.145,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,4,639.221,102.034,56,127,160.636,46.081,720,1090,73.113,30.576,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,5,9705.499,87.871,3,127,1427.586,194.495,1413,1458,70.611,137.749,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,6,2279.745,82.317,14,127,380.415,92.997,1174,1353,87.574,54.144,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,7,10492.901,86.022,0,127,1530.825,241.197,1180,1598,73.695,124.628,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,8,944.882,94.072,30,127,190.128,56.589,254,1338,148.079,35.11,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,9,6788.394,86.872,10,127,984.147,165.923,157,1770,106.543,75.603,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,10,717.961,94.206,40,127,163.054,44.605,1163,1814,159.326,30.7,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,11,1129.642,92.492,26,127,227.416,58.634,1914,1900,157.913,36.473,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,12,2357.865,74.009,3,127,314.939,94.816,912,2018,131.634,42.379,100Si,13
data-raw/TEM Images 2021-12-01/image-j/100Si-13-1-results.csv,13,2838.366,92.014,19,127,625.14,98.765,1053,2114,35.591,77.842,100Si,13
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,1,1092.503,98.244,57,137,145.713,46.415,1439,80,14.349,34.721,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,2,2727.43,128.498,84,137,762.203,101.114,708,356,100.729,76.051,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,3,855.192,93.434,65,137,117.509,38.066,270,376,105.945,32.418,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,4,339.015,129.371,112,137,171.362,38.066,1990,478,105.945,23.007,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,5,7370.84,109.559,44,137,807.455,141.389,2011,485,119.219,92.515,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,6,360.887,130.461,107,137,148.82,33.366,2099,593,147.804,24.052,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,7,15533.444,73.654,3,137,1496.851,201.849,257,853,169.854,167.667,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,8,7029.638,120.96,80,137,749.654,121.42,1661,887,110.152,99.054,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,9,2823.666,102.529,41,137,582.537,96.13,1647,991,112.38,66.513,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,10,37633.936,76.819,31,137,1277.131,268.858,1643,1062,91.56,204.857,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-01-1-results.csv,11,2014.405,74.229,30,137,206.725,63.447,305,1147,81.469,49.658,3PP,01
data-raw/TEM Images 2021-12-01/image-j/3PP-02-1-results.csv,1,1525.256,57.134,0,128,196.309,50.916,555,109,17.987,42.574,3PP,02
data-raw/TEM Images 2021-12-01/image-j/3PP-02-1-results.csv,2,4210.276,102.122,0,128,1407.296,136.526,819,695,13.588,85.514,3PP,02
data-raw/TEM Images 2021-12-01/image-j/3PP-02-1-results.csv,3,8023.417,80.139,8,128,670.883,138.275,1257,694,10.748,108.024,3PP,02
data-raw/TEM Images 2021-12-01/image-j/3PP-02-1-results.csv,4,1413.71,65.354,0,128,283.601,54.343,934,701,113.895,45.395,3PP,02
data-raw/TEM Images 2021-12-01/image-j/3PP-02-1-results.csv,5,580.673,92.787,34,128,143.274,41.586,700,878,86.532,24.99,3PP,02
data-raw/TEM Images 2021-12-01/image-j/3PP-03-1-results.csv,1,7507.297,99.182,0,148,968.484,158.556,345,65,90.302,135.21,3PP,03
data-raw/TEM Images 2021-12-01/image-j/3PP-04-1-results.csv,1,10984.041,100.165,0,147,1631.731,173.032,934,965,21.067,109.019,3PP,04
data-raw/TEM Images 2021-12-01/image-j/3PP-04-1-results.csv,2,350.517,126.015,78,147,190.951,42.169,1854,1027,33.453,27.429,3PP,04
data-raw/TEM Images 2021-12-01/image-j/3PP-04-1-results.csv,3,951.684,93.362,0,147,142.972,40.077,2013,1912,99.019,33.93,3PP,04
data-raw/TEM Images 2021-12-01/image-j/3PP-05-1-results.csv,1,3813.566,77.528,14,148,308.068,83.908,1316,300,99.345,70.357,3PP,05
data-raw/TEM Images 2021-12-01/image-j/3PP-05-1-results.csv,2,637.059,98.307,44,148,105.04,36.381,865,686,41.496,27.01,3PP,05
data-raw/TEM Images 2021-12-01/image-j/3PP-05-1-results.csv,3,6842.89,121.544,30,148,583.511,145.114,982,921,79.177,79.295,3PP,05
data-raw/TEM Images 2021-12-01/image-j/3PP-05-1-results.csv,4,2625.122,57.211,0,148,252.044,73.25,1079,1213,70.787,57.385,3PP,05
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,1,1897.026,133.473,70,164,330.276,84.437,506,118,131.987,51.884,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,2,4939.514,132.707,29,164,694.889,143.234,421,212,48.909,118.925,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,3,345.057,149.689,124,164,101.437,34.261,626,196,28.443,19.527,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,4,704.294,153.964,131,164,226.99,62.962,558,244,66.501,27.557,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,5,1834.002,139.116,98,164,317.545,83.8,591,209,106.535,46.088,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,6,1750.495,116.198,35,164,228.839,76.353,410,241,9.462,44.613,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,7,680.66,143.6,103,164,177.716,50.115,518,261,22.068,28.416,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,8,463.227,127.282,81,164,89.872,35.503,2067,271,45,21.422,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,9,11237.198,145.779,82,164,1610.329,205.248,671,258,107.438,150.525,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,10,551.461,145.917,111,164,137.066,39.634,637,284,100.954,23.623,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,11,20763.292,129.894,48,164,1743.436,289.588,720,479,29.899,159.733,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,12,2245.234,143.802,98,164,300.277,80.06,2130,413,138.814,54.597,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,13,69243.01,132.409,20,164,5887.971,610.331,1002,927,82.437,446.361,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,14,360.813,151.507,128,164,120.785,35.012,775,514,165.466,17.573,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,15,1280.965,127.026,70,164,246.591,67.281,318,515,104.036,37.331,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,16,420.686,154.989,131,164,197.548,45.966,894,573,55.008,27.515,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,17,833.494,133.14,86,164,148.148,55.741,320,637,54.162,25.467,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,18,641.27,123.791,79,164,104.504,35.548,348,680,42.138,30,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,19,669.631,144.753,95,164,170.007,65.103,312,703,56.004,17.468,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,20,23044.765,127.389,15,164,2098.312,293.179,1118,674,96.638,168.311,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,21,2057.737,137.864,74,164,365.527,93.908,800,736,98.455,41.414,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,22,2802.997,145.568,111,164,560.817,112.053,826,797,167.053,82.64,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,23,923.303,155.643,136,164,176.55,53.989,1042,771,125.538,31.953,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,24,2260.99,130.518,82,164,237.411,70.662,808,851,12.308,56.697,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,25,556.188,138.635,106,164,123.169,35.348,749,854,163.496,26.474,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,26,620.787,152.797,126,164,199.932,45.691,971,881,20.925,33.891,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,27,1052.503,135.304,93,164,182.307,51.219,830,910,72.897,39.625,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,28,461.652,134.891,84,164,96.111,30.23,705,965,41.634,22.977,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,29,530.978,133.742,98,164,100.523,32.002,889,1000,115.56,26.36,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,30,723.202,147.684,110,164,204.344,46.291,234,1135,12.529,34.964,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,31,625.514,158.234,135,164,218.545,45.966,1694,1186,145.008,29.594,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,32,2311.409,118.873,73,164,278.67,83.121,1516,1256,14.876,45.188,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,33,726.353,152.176,127,164,242.053,47.05,1544,1311,80.789,33.879,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,34,570.368,124.704,84,163,98.748,36.596,1518,1283,95.906,21.798,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,35,420.686,128.734,87,164,86.195,28.624,576,1313,74.745,22.264,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,36,1444.828,141.518,97,164,294.52,71.559,1782,1332,21.615,43.019,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,37,608.183,156.148,126,164,274.006,50.162,1791,1363,58.299,34.888,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,38,885.489,121.89,71,164,147.412,49.323,1579,1365,165.256,32.96,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,39,543.583,129.217,90,164,101.563,34.967,1592,1403,158.962,24.22,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,40,657.026,125.36,88,164,108.485,36.206,1590,1427,146.31,29.114,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,41,5473.644,145.217,87,164,924.873,163.165,1442,1702,72.541,81.763,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,42,20438.718,93.523,5,164,1237.923,249.45,1437,1935,43.981,170.651,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,43,508.92,116.09,58,164,91.521,32.002,1540,2034,78.69,23.849,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-06-1-results.csv,44,1372.35,155.481,108,164,378.079,73.557,1463,2113,64.747,45.483,3PP,06
data-raw/TEM Images 2021-12-01/image-j/3PP-07-1-results.csv,1,16748.685,103.112,0,147,1384.468,230.229,1099,1196,68.985,141.196,3PP,07
data-raw/TEM Images 2021-12-01/image-j/3PP-08-1-results.csv,1,20649.697,88.714,4,138,1825.785,247.674,1234,1308,88.11,175.276,3PP,08
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,1,371.27,130.893,119,137,126.597,35.179,1115,117,79.695,20.452,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,2,35260.706,88.627,9,137,2822.034,399.718,760,291,1.353,255.198,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,3,527.203,116.54,85,137,108.574,39.079,1003,227,130.101,24.553,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,4,1452.901,119.608,54,137,450.698,97.135,703,263,24.905,42.906,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,5,2279.595,125.191,89,137,517.38,97.858,711,306,36.501,57.697,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,6,7935.268,62.219,7,137,442.208,136.611,842,293,141.546,99.933,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,7,591.556,107.636,61,137,112.484,34.36,791,316,105.945,29.892,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,8,1314.294,117.945,85,137,278.682,57.007,784,339,152.021,45.579,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,9,34968.64,78.282,10,137,1619.14,343.665,1406,541,60.971,179.054,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,10,740.064,119.883,85,137,164.355,50.736,1216,402,97.125,33.996,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,11,6462.565,98.578,43,137,762.307,159.707,1281,501,55.84,103.835,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,12,9358.468,102.694,46,137,1103.352,263.444,1221,607,82.451,106.958,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,13,1039.555,108.555,61,137,234.183,78.663,1342,504,36.87,31.981,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,14,1334.095,125.616,94,137,307.066,75.778,1310,497,138.366,48.244,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,15,4697.797,122.772,84,137,809.635,133.365,1253,506,107.152,109.064,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,16,480.175,108.021,68,137,104.887,33.889,41,561,158.199,26.212,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,17,348.993,114.78,93,137,71.895,28.143,1511,575,116.565,19.7,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,18,9704.986,98.988,29,137,765.295,234.436,1183,585,127.639,109.047,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,19,556.904,110.844,80,137,129.52,46.458,1447,627,118.301,22.696,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,20,888.572,94.577,62,137,113.024,38.857,1288,689,21.371,33.038,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,21,346.518,112.729,87,137,71.132,26.184,1324,695,57.265,18.879,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,22,10865.822,65.949,5,137,689.964,168.066,244,913,128.157,122.413,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,23,457.899,121.616,94,137,126.531,44.72,1833,1115,50.711,24.435,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,24,7398.164,106.858,35,137,1178.486,197.034,1772,1215,62.412,139.57,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,25,1920.701,111.977,83,137,214.001,68.721,759,1309,74.055,45.624,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,26,19256.513,101.094,28,137,2202.281,285.037,1638,1529,8.89,176.023,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,27,2304.346,86.922,51,137,226.903,84.854,1539,1481,169.315,40.448,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,28,1853.873,102.909,44,137,270.927,75.778,1632,1529,85.236,46.005,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,29,7103.624,96.585,23,137,578.467,146.861,1528,1503,134.132,88.512,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,30,1697.939,108.265,62,137,234.025,72.796,1514,1553,83.797,49.462,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,31,952.925,116.504,78,137,208.853,65.266,1701,1619,74.624,43.543,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,32,383.645,124.845,107,137,125.07,49.376,1662,1601,157.521,19.32,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,33,430.673,116.897,98,137,120.08,40.448,1732,1635,76.504,20.175,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,34,20551.007,75.44,14,137,998.65,220.934,1485,1973,81.812,160.95,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09-1-results.csv,35,678.186,105.536,66,137,133.048,38.408,1402,1907,55.008,31.079,3PP,09
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,1,32505.997,107.647,4,157,3013.926,401.227,386,733,179.103,249.281,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,2,353.172,142.454,112,157,118.274,34.436,876,625,136.848,20.854,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,3,393.851,119.973,86,157,95.799,28.952,322,683,77.471,21.068,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,4,702.646,149.082,127,157,343.214,54.737,330,716,8.246,33.94,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,5,7448.046,79.685,9,157,495.539,135.992,558,751,142.27,95.872,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,6,503.563,130.476,82,157,122.985,32.673,453,793,125.218,27.116,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,7,1049.654,141.46,109,157,311.936,54.686,449,829,129.174,39.988,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,8,33308.493,98.481,22,157,2030.726,336.53,1686,1252,61.582,179.163,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,9,342.694,147.171,127,157,111.803,33.132,1306,980,103.707,18.538,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,10,5365.995,124.26,65,157,676.258,155.478,1435,1167,56.952,80.694,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,11,6148.151,123.913,62,157,776.643,156.486,1296,1236,73.383,90.94,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,12,612.658,132.524,98,157,121.415,37.298,1584,1159,49.268,26.303,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,13,521.437,147.377,125,157,203.733,47.522,1492,1160,97.595,23.536,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,14,3795.52,144.089,106,157,924.579,134.086,1377,1174,107.374,81.373,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,15,1010.824,138.252,84,157,289.08,76.23,1298,1237,122.381,37.37,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,16,433.915,139.001,111,157,138.338,37.977,1315,1375,82.875,24.226,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,17,8556.87,121.031,40,157,835.849,216.49,1234,1337,124.958,104.353,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-09b-1-results.csv,18,791.401,119.882,83,157,125.015,35.598,1457,1559,41.424,32.188,3PP,09b
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,1,998.39,126.6,77,141,276.447,61.368,1766,407,55.008,34.281,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,2,364.918,132.186,117,141,120.817,34.306,1752,467,81.573,22.335,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,3,608.196,135.569,114,141,233.051,40.533,1773,462,119.745,33.936,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,4,336.483,105.864,69,141,70.616,25.45,1788,536,57.095,18.664,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,5,34411.282,108.254,53,141,2147.138,412.724,1431,728,5.242,177.435,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,6,1063.159,115.367,54,141,239.982,54.41,1095,659,173.367,40.028,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,7,2819.82,92.312,29,141,274.617,80.538,1368,713,157.036,57.912,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,8,8953.916,128.506,75,141,1506.808,170.953,279,726,107.103,131.85,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,9,508.673,133.432,117,141,192.6,40.785,322,861,123.69,31.422,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,10,462.861,112.515,73,141,119.597,47.778,2103,886,26.565,16.837,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,11,30041.746,93.929,36,141,1661.031,315.535,1053,892,134.193,197.677,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,12,1462.831,130.49,98,141,383.78,82.188,1197,890,156.571,44.82,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,13,898.867,122.202,69,141,223.554,55.317,739,1041,111.318,42.513,3PP,10
