 ,Area,Mean,Min,Max,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
53,461.150,152.684,130,166,147.838,33.235,1679,967,155.376,29.626
54,429.455,137.192,105,166,82.884,29.923,57,981,104.621,22.519
55,846.233,129.972,93,166,137.156,43.023,1839,991,110.556,35.248
56,600.604,146.367,120,166,113.707,36.004,780,1010,143.531,26.436
57,499.183,131.394,100,166,91.480,29.469,10,1012,109.983,26.181
58,373.991,151.347,117,166,121.007,37.045,1636,1033,170.218,18.319
59,613.281,140.814,89,166,153.484,44.826,184,1053,141.843,29.375
60,454.811,125.756,76,166,84.790,29.199,1745,1079,82.569,21.300
61,546.724,134.629,93,166,106.027,34.636,1078,1081,19.093,27.191
62,489.674,149.932,110,166,143.540,37.870,1948,1113,68.552,24.476
63,1621.155,128.312,56,166,243.489,78.302,1495,1118,143.499,39.167
64,500.767,146.560,109,166,131.942,40.066,1563,1118,133.727,23.563
65,1258.257,134.644,79,166,189.343,58.030,1778,1179,86.269,42.426
66,1507.056,144.221,96,166,333.925,84.268,968,1146,166.171,45.601
67,846.233,151.749,126,166,218.438,49.111,1720,1154,91.469,38.770
68,394.592,147.422,109,166,101.729,33.330,980,1184,79.114,22.802
69,771.752,134.598,82,166,138.936,43.023,1850,1185,20.556,30.212
70,451.641,151.404,127,166,139.979,41.561,694,1195,54.866,27.834
71,367.652,150.263,126,166,112.843,35.650,1895,1178,132.138,18.731
72,559.401,140.405,103,166,117.573,37.280,1762,1216,78.311,26.076
73,518.199,149.869,124,166,153.484,40.303,1919,1196,104.470,26.159
74,370.821,140.385,98,166,81.714,27.951,1675,1211,7.765,20.462
75,423.117,138.449,88,166,121.133,40.850,196,1238,56.310,23.592
76,568.910,138.855,86,166,148.575,39.085,1719,1249,14.931,27.416
77,541.970,137.491,101,166,103.942,33.235,1754,1239,114.624,25.177
78,366.067,147.095,111,166,113.886,30.732,993,1274,55.008,21.497
79,2030.009,128.207,64,166,296.971,83.122,1864,1334,54.866,43.660
80,340.712,150.702,130,166,90.005,28.149,875,1300,79.695,21.109
81,633.883,140.273,100,166,145.141,48.363,1316,1280,128.660,27.510
82,22583.654,126.167,34,166,2636.988,399.262,1526,1595,79.647,207.276
83,3045.806,135.047,77,166,441.249,101.687,1735,1361,74.932,67.358
84,431.040,146.710,108,166,136.724,34.198,1359,1293,96.340,24.576
85,1278.858,132.112,50,166,203.153,55.404,1091,1311,111.318,39.508
86,1274.104,128.841,50,166,202.848,61.735,660,1362,163.413,35.742
87,778.091,145.921,103,166,187.741,47.853,1316,1399,35.362,36.535
88,541.970,151.351,123,166,129.476,40.145,754,1444,41.186,24.854
89,423.117,143.419,116,166,129.603,34.567,1714,1450,169.509,23.848
90,1339.077,141.376,100,166,269.098,81.193,2103,1449,119.745,34.188
91,537.216,147.646,116,166,109.282,35.606,1526,1463,8.130,24.545
92,697.271,135.452,90,166,137.588,44.985,1455,1532,107.928,23.918
93,404.100,147.157,120,166,125.610,42.967,2018,1534,121.827,17.918
94,423.117,153.382,127,166,139.547,36.658,1870,1564,74.055,25.013
95,10137.368,129.925,58,166,1184.809,229.902,1539,1596,125.866,124.998
96,643.391,141.845,104,166,127.949,36.658,1383,1598,105.945,30.176
97,784.430,145.384,92,166,151.957,42.597,1750,1662,18.970,32.730
98,679.839,124.928,85,166,116.404,39.045,1856,1712,110.772,30.265
99,497.598,148.226,113,166,124.694,33.043,1224,1728,139.635,26.436
100,947.655,146.135,99,166,239.623,65.278,1633,1830,50.477,42.945
101,7178.721,135.423,73,166,1341.422,214.570,1852,1829,136.189,117.715
102,622.790,144.000,111,166,145.752,49.160,1171,1875,87.064,21.787
103,7284.896,115.403,12,166,735.829,175.721,1611,1998,81.347,121.303
104,717.872,148.748,102,166,201.499,52.163,920,1897,8.326,34.501
105,581.587,137.218,87,166,138.936,40.145,1435,1937,48.814,26.738
106,790.769,146.365,110,166,214.267,67.039,1652,1959,145.713,26.719
107,492.844,142.859,88,166,120.270,32.754,757,1977,177.797,27.325
108,833.556,147.473,115,166,171.413,49.593,1525,2032,66.038,28.026
109,345.466,143.243,113,166,102.161,33.896,730,2038,111.801,16.720
110,359.728,141.485,115,166,84.358,27.866,1173,2131,71.565,22.207
