 ,Area,Mean,Min,Max,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,42783.775,92.826,2,139,6380.382,487.241,243,1015,85.073,362.288
2,2243.554,106.854,43,139,543.963,93.318,340,231,19.654,58.065
3,557.400,116.717,71,139,154.781,40.748,275,435,131.878,25.547
