 ,Area,Mean,Min,Max,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
71,515.841,110.101,81,137,104.991,33.369,1577,857,19.290,28.346
72,587.761,110.920,76,137,115.902,40.150,1486,864,131.820,26.102
73,431.521,107.178,62,137,88.096,31.848,615,892,81.469,21.646
74,815.922,109.018,75,137,162.289,55.678,683,877,98.130,25.072
75,1083.762,108.753,76,137,158.217,50.418,1124,906,38.660,29.096
76,587.761,121.743,98,137,124.112,35.529,1608,898,167.196,31.771
77,637.361,117.350,89,137,154.304,51.272,1401,914,47.490,28.144
78,572.881,126.268,99,137,190.702,59.967,242,903,156.801,23.243
79,920.082,96.992,58,137,126.115,44.459,1738,912,112.932,34.646
80,352.161,112.662,78,137,80.334,27.906,979,931,73.610,18.311
81,488.561,103.548,69,137,86.251,32.120,309,919,101.310,23.622
82,674.561,114.871,91,137,114.980,37.333,883,936,152.354,28.346
83,352.161,109.887,69,137,81.257,30.940,1476,944,104.744,18.930
84,572.881,101.229,67,136,94.778,31.848,272,965,81.469,27.648
85,466.241,117.250,88,137,110.908,42.021,1573,947,167.005,18.898
86,453.841,114.224,70,137,97.927,34.394,67,961,15.945,25.848
87,513.361,91.372,46,137,89.941,31.180,1660,984,45.000,24.498
88,362.081,119.041,92,137,109.827,36.357,1738,970,162.350,19.450
89,788.642,110.469,50,137,161.749,52.914,407,971,143.471,31.180
90,632.401,101.459,54,137,103.686,38.349,1123,990,19.179,26.762
91,902.722,121.824,78,137,208.136,59.280,1810,1013,39.611,32.672
92,1669.043,96.418,31,137,226.270,77.486,1462,1017,142.431,40.088
93,577.841,114.262,82,137,109.063,38.990,1517,1019,136.637,24.254
94,1324.323,102.378,47,137,175.270,55.856,1690,1027,130.426,43.771
95,1728.563,112.954,57,137,333.329,85.229,1037,1043,163.909,56.293
96,359.601,102.310,66,137,76.420,29.038,835,1048,12.529,18.898
97,1019.282,120.234,98,137,171.040,52.183,1643,1077,84.806,41.057
98,357.121,108.090,75,137,78.265,30.087,1421,1052,173.991,17.323
99,853.122,100.756,59,137,135.788,44.820,1747,1066,18.435,30.998
100,406.721,114.652,79,137,83.102,28.521,1046,1056,96.340,22.410
101,1039.122,117.988,87,137,236.865,73.410,1784,1061,125.395,35.214
102,543.121,118.320,86,137,128.184,44.764,815,1085,50.711,27.346
103,617.521,106.490,74,137,111.290,38.317,1681,1070,99.462,27.667
104,3114.886,112.744,73,137,518.141,105.618,2056,1098,20.056,75.287
105,461.281,107.806,67,137,99.614,37.861,1602,1093,16.928,21.758
106,510.881,105.966,50,137,113.517,41.932,421,1124,55.713,22.416
107,647.281,106.299,54,137,118.894,41.337,1643,1121,17.745,28.875
108,605.121,105.053,68,137,105.913,34.538,1670,1113,114.228,28.346
109,476.161,116.464,78,137,109.827,34.681,1053,1144,39.472,23.406
110,2147.684,97.773,43,137,270.048,86.614,1757,1186,53.130,45.159
111,3132.246,103.726,42,137,382.800,104.282,1656,1211,75.124,65.675
112,22414.285,97.649,19,137,2360.466,400.263,1490,1399,80.945,200.142
113,411.681,119.645,100,137,104.068,32.120,962,1169,78.690,25.197
114,726.641,108.256,60,137,144.855,49.450,1319,1149,127.235,30.611
115,498.481,113.537,66,137,121.661,37.433,1347,1181,67.751,24.402
116,1386.323,102.785,27,137,187.170,56.780,1138,1175,109.440,40.620
117,545.601,111.909,73,137,112.054,32.770,1402,1214,35.218,28.952
118,1396.243,97.151,25,137,187.328,63.814,791,1219,164.249,35.116
119,905.202,113.929,70,137,171.962,49.450,1319,1246,37.235,37.506
120,352.161,117.634,88,137,93.855,30.415,2155,1233,158.749,22.047
121,352.161,116.042,92,137,73.811,27.503,1014,1276,66.371,18.490
122,657.201,118.800,92,137,118.894,43.443,866,1285,43.531,24.894
123,1428.483,109.705,63,137,257.449,80.454,1950,1274,139.764,38.259
124,493.521,111.427,75,137,95.542,33.369,1640,1281,160.710,22.889
125,587.761,114.755,75,137,102.381,36.527,1489,1291,172.569,23.777
126,347.201,120.279,96,137,92.550,36.629,1094,1329,25.463,16.198
127,339.761,115.642,88,137,79.030,26.210,816,1338,122.735,20.965
128,528.241,113.840,82,137,117.971,42.984,1885,1341,118.443,22.047
129,498.481,118.915,97,136,109.985,38.349,1765,1369,70.821,25.949
130,748.961,104.225,59,137,124.270,44.792,1435,1349,100.125,24.132
131,342.241,128.022,113,137,106.295,30.577,1347,1361,168.111,20.693
132,610.081,105.663,67,137,113.517,38.607,2127,1360,168.232,26.611
133,3992.808,101.444,34,137,415.825,114.874,1490,1412,151.327,75.535
134,498.481,118.627,94,137,117.971,42.256,134,1422,26.565,21.199
135,691.921,107.412,73,137,116.126,35.911,1374,1405,142.125,29.921
136,386.881,121.859,88,137,109.827,34.574,1283,1434,59.931,22.047
137,870.482,111.852,64,137,132.955,43.869,1671,1450,21.038,32.089
138,339.761,113.985,80,137,78.265,27.906,1025,1455,73.610,19.422
139,369.521,110.128,71,136,85.869,29.038,953,1441,130.601,21.662
140,654.721,102.189,60,137,109.063,38.895,2151,1456,21.371,26.772
141,6247.132,99.618,39,137,525.810,131.352,1526,1510,37.694,102.562
142,932.482,97.801,53,137,175.112,49.198,1750,1511,39.806,34.509
143,612.561,116.915,88,137,115.362,34.538,1248,1524,43.152,26.772
144,1163.122,113.942,77,137,234.638,67.845,1584,1587,68.199,44.072
145,7554.095,103.439,36,137,1173.347,215.748,1754,1576,140.034,114.700
146,709.281,109.301,77,137,147.464,47.662,1209,1625,82.405,27.014
147,7258.975,88.955,0,137,690.774,171.935,1564,1714,81.573,122.772
148,954.802,115.945,76,137,209.757,52.821,1009,1635,169.695,46.299
149,674.561,103.467,53,137,125.035,43.557,1421,1671,49.399,27.377
150,525.761,111.160,78,137,110.749,37.167,1614,1690,143.616,25.612
151,570.401,112.130,73,137,105.373,33.702,886,1698,142.595,26.725
152,910.162,112.695,77,137,145.013,49.450,1495,1742,52.765,27.888
153,451.361,114.462,84,137,106.295,34.538,863,1756,114.228,19.521
154,429.041,108.220,77,137,91.628,30.577,1208,1814,168.111,24.459
155,391.841,116.582,90,137,92.010,35.214,1784,1923,63.435,18.856
156,339.761,114.942,84,137,74.193,26.068,2043,2022,154.983,18.898
157,17625.395,95.908,17,137,2213.990,310.668,280,2155,35.301,202.149
158,3449.687,87.120,24,137,427.725,105.265,445,2093,51.072,79.583
159,612.561,116.097,84,137,115.744,39.746,405,2166,33.690,26.174
