 ,Area,Mean,Min,Max,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
33,25068.482,121.306,32,160,3206.261,348.423,1497,1746,65.898,277.200
34,343.689,141.280,106,160,116.588,37.254,499,1452,128.157,18.104
35,1668.094,125.189,55,160,336.658,71.242,59,1489,150.046,55.541
36,542.897,134.823,84,160,143.430,36.437,639,1507,39.174,26.798
37,5407.078,133.292,66,160,1010.841,176.868,1174,1658,79.089,91.348
38,825.291,132.721,85,160,209.713,65.703,2123,1518,127.235,28.320
39,525.384,130.738,91,160,113.988,35.786,822,1554,52.125,24.259
40,614.043,141.560,95,160,124.599,41.388,74,1584,69.274,24.126
41,422.496,143.668,116,160,131.743,32.685,619,1581,50.194,26.201
42,407.173,135.409,96,160,121.132,39.838,1210,1612,60.068,20.021
43,615.137,113.249,66,160,109.759,39.327,197,1618,28.610,23.818
44,566.977,144.728,113,160,195.679,55.803,289,1600,96.459,25.712
45,623.894,127.316,87,160,121.386,39.215,611,1654,80.789,30.313
46,354.634,148.531,132,160,131.384,35.709,230,1618,95.042,21.055
47,404.984,140.838,92,160,128.276,37.019,829,1720,42.709,23.216
48,371.052,139.755,96,160,129.142,33.495,222,1725,128.660,21.454
49,372.147,142.153,105,160,113.375,31.888,177,1726,131.009,25.206
50,541.802,123.661,80,160,112.508,35.709,295,1737,5.042,22.382
51,377.620,144.307,102,160,151.844,34.270,702,1743,12.339,22.869
52,766.185,128.873,67,160,157.613,51.093,9,1792,42.510,28.661
53,804.494,135.265,90,160,185.322,57.570,1844,1820,70.907,31.964
54,363.391,134.030,106,160,74.906,25.153,720,1805,16.928,20.103
55,1264.205,123.340,71,160,216.034,65.520,214,1879,70.408,40.133
56,1345.202,132.656,85,160,304.826,95.944,681,1889,25.168,28.060
57,895.342,130.577,88,160,157.972,43.085,1344,1872,29.055,34.258
58,869.073,128.844,74,160,141.951,45.181,1916,1848,132.184,32.813
59,956.637,136.354,90,160,215.272,57.456,937,1894,10.491,33.274
60,705.985,130.887,88,160,141.443,42.394,1639,1901,164.249,30.450
61,1349.580,138.876,99,160,289.968,68.772,1593,1976,56.793,44.746
62,1419.632,139.045,90,160,237.361,58.447,1357,1945,135.725,44.789
63,343.689,145.025,121,160,119.547,37.910,1806,1940,129.401,21.266
64,939.124,127.205,76,160,150.426,46.893,1083,1942,128.660,33.855
65,488.169,133.964,90,160,123.224,34.778,1803,1970,111.161,26.721
66,441.104,135.238,97,160,105.723,29.757,819,1990,10.125,24.176
67,984.001,125.758,61,160,184.709,50.327,1132,2031,69.305,38.800
68,362.296,134.260,96,160,90.928,27.462,1184,2018,49.635,20.924
69,549.464,135.564,81,160,139.245,44.387,963,2011,98.130,22.901
70,340.405,141.765,110,160,108.831,38.582,569,2031,167.471,18.777
71,458.617,144.912,113,160,137.258,43.953,1003,2097,51.766,20.241
72,618.421,139.784,93,160,180.165,47.079,1795,2069,126.870,24.858
73,3548.532,121.625,46,160,449.779,99.472,1848,2156,67.751,80.642
74,492.548,128.062,86,160,122.865,35.816,1187,2071,96.710,25.463
75,460.806,146.665,125,160,122.865,39.271,412,2074,131.760,19.438
76,966.488,127.511,72,160,178.178,54.983,1108,2181,68.806,35.821
77,470.657,137.891,102,160,99.192,36.602,1335,2188,59.036,19.843
78,542.897,132.325,96,160,102.764,35.540,2167,2172,137.386,23.978
